"YearStart","YearEnd","LocationAbbr","LocationDesc","DataSource","Topic","Category","Question","Response","Age","Sex","RaceEthnicity","RiskFactor","RiskFactorResponse","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_limit","High_Confidence_Limit","Numerator","Sample_Size","LocationID","TopicID","CategoryID","QuestionID","ResponseID","DataValueTypeID","AgeID","SexID","RaceEthnicityID","RiskFactorID","RiskFactorResponseID","GeoLocation","Geographic Level","StateAbbr"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","18-39 years","Male","Black, non-Hispanic","Smoking","Yes","%","Crude Prevalence","11.4",,,"8","15.7",,"286","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE1839","GM","BLK","RFSM","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","18-39 years","Male","Hispanic, any race","All participants","Total","%","Crude Prevalence","11.9",,,"10.2","13.9",,"1,575","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE1839","GM","HISP","RFAPAR","RFTOT",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","18-39 years","Male","Hispanic, any race","Diabetes","No","%","Crude Prevalence","11.9",,,"9.2","15.1",,"574","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE1839","GM","HISP","RFDM","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","18-39 years","Male","Hispanic, any race","Diabetes","Yes","%","Crude Prevalence",,"***","Some values are suppressed due to a sample size <30 and a relative standard error >30%",,,,,"59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE1839","GM","HISP","RFDM","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","18-39 years","Male","Hispanic, any race","Hypertension","No","%","Crude Prevalence","12.1",,,"10.2","14.2",,"1,439","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE1839","GM","HISP","RFHT","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","18-39 years","Male","Hispanic, any race","Hypertension","Yes","%","Crude Prevalence","10.3",,,"5.2","17.8",,"136","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE1839","GM","HISP","RFHT","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","18-39 years","Male","Hispanic, any race","Smoking","No","%","Crude Prevalence","10.4",,,"7.9","13.3",,"612","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE1839","GM","HISP","RFSM","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","18-39 years","Male","Hispanic, any race","Smoking","Yes","%","Crude Prevalence","12.8",,,"9.6","16.5",,"527","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE1839","GM","HISP","RFSM","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","18-39 years","Male","Other","All participants","Total","%","Crude Prevalence","10.6",,,"6.1","16.8",,"241","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE1839","GM","OTH","RFAPAR","RFTOT",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","18-39 years","Male","Other","Diabetes","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"79","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE1839","GM","OTH","RFDM","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","18-39 years","Male","Other","Diabetes","Yes","%","Crude Prevalence",,"***","Some values are suppressed due to a sample size <30 and a relative standard error >30%",,,,,"59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE1839","GM","OTH","RFDM","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","18-39 years","Male","Other","Hypertension","No","%","Crude Prevalence","9.1",,,"4.7","15.6",,"211","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE1839","GM","OTH","RFHT","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","18-39 years","Male","Other","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"30","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE1839","GM","OTH","RFHT","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","18-39 years","Male","Other","Smoking","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"103","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE1839","GM","OTH","RFSM","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","18-39 years","Male","Other","Smoking","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"80","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE1839","GM","OTH","RFSM","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","18-39 years","Male","White, non-Hispanic","All participants","Total","%","Crude Prevalence","6.1",,,"4.9","7.4",,"1,919","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE1839","GM","WHT","RFAPAR","RFTOT",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","18-39 years","Male","White, non-Hispanic","Diabetes","No","%","Crude Prevalence","5.9",,,"3.7","8.7",,"724","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE1839","GM","WHT","RFDM","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","18-39 years","Male","White, non-Hispanic","Diabetes","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"40","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE1839","GM","WHT","RFDM","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","18-39 years","Male","White, non-Hispanic","Hypertension","No","%","Crude Prevalence","6",,,"4.8","7.3",,"1,701","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE1839","GM","WHT","RFHT","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","18-39 years","Male","White, non-Hispanic","Hypertension","Yes","%","Crude Prevalence","6.7",,,"3.5","11.4",,"218","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE1839","GM","WHT","RFHT","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","18-39 years","Male","White, non-Hispanic","Smoking","No","%","Crude Prevalence","5.1",,,"3.6","7",,"719","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE1839","GM","WHT","RFSM","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","18-39 years","Male","White, non-Hispanic","Smoking","Yes","%","Crude Prevalence","6.8",,,"4.9","9",,"863","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE1839","GM","WHT","RFSM","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","40-64 years","Both sexes","All races","All participants","Total","%","Crude Prevalence","6.9",,,"6.3","7.5",,"8,908","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE4064","GALL","ALLRACE","RFAPAR","RFTOT",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","40-64 years","Both sexes","All races","Diabetes","No","%","Crude Prevalence","6.3",,,"5.4","7.2",,"3,093","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE4064","GALL","ALLRACE","RFDM","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","40-64 years","Both sexes","All races","Diabetes","Yes","%","Crude Prevalence","11.7",,,"9.7","14",,"1,362","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE4064","GALL","ALLRACE","RFDM","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","40-64 years","Both sexes","All races","Hypertension","No","%","Crude Prevalence","6",,,"5.3","6.8",,"5,300","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE4064","GALL","ALLRACE","RFHT","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","40-64 years","Both sexes","All races","Hypertension","Yes","%","Crude Prevalence","8.4",,,"7.5","9.4",,"3,608","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE4064","GALL","ALLRACE","RFHT","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Presenting visual acuity","Presenting with any vision loss","40-64 years","Both sexes","All races","Smoking","No","%","Crude Prevalence","6.8",,,"5.9","7.8",,"4,185","59","TVFUNC","CVISAC","QPVISA","RVPANY","CRDPREV","AGE4064","GALL","ALLRACE","RFSM","RFNO",,"National","US"
