"YearStart","YearEnd","LocationAbbr","LocationDesc","DataSource","Topic","Category","Question","Response","Age","Sex","RaceEthnicity","RiskFactor","RiskFactorResponse","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_limit","High_Confidence_Limit","Numerator","Sample_Size","LocationID","TopicID","CategoryID","QuestionID","ResponseID","DataValueTypeID","AgeID","SexID","RaceEthnicityID","RiskFactorID","RiskFactorResponseID","GeoLocation","Geographic Level","StateAbbr"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","Black, non-Hispanic","Diabetes","Yes","%","Crude Prevalence","3.7",,,"2.2","5.9",,"445","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","BLK","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","Black, non-Hispanic","Hypertension","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"506","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","BLK","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","Black, non-Hispanic","Hypertension","Yes","%","Crude Prevalence","2.6",,,"1.6","3.8",,"946","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","BLK","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","Black, non-Hispanic","Smoking","No","%","Crude Prevalence","1.6",,,"0.8","2.8",,"713","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","BLK","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","Black, non-Hispanic","Smoking","Yes","%","Crude Prevalence","2.4",,,"1.4","3.8",,"737","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","BLK","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","Hispanic, any race","All participants","Total","%","Crude Prevalence","1.8",,,"1.1","3",,"1,520","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","HISP","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","Hispanic, any race","Diabetes","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"1,072","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","HISP","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","Hispanic, any race","Diabetes","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"398","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","HISP","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","Hispanic, any race","Hypertension","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"854","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","HISP","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","Hispanic, any race","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"666","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","HISP","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","Hispanic, any race","Smoking","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"852","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","HISP","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","Hispanic, any race","Smoking","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"666","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","HISP","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","Other","All participants","Total","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"238","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","OTH","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","Other","Diabetes","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"183","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","OTH","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","Other","Diabetes","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"46","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","OTH","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","Other","Hypertension","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"125","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","OTH","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","Other","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"113","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","OTH","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","Other","Smoking","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"140","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","OTH","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","Other","Smoking","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"98","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","OTH","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","White, non-Hispanic","All participants","Total","%","Crude Prevalence","3.9",,,"3.3","4.6",,"3,524","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","WHT","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","White, non-Hispanic","Diabetes","No","%","Crude Prevalence","3.4",,,"2.8","4.2",,"2,821","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","WHT","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","White, non-Hispanic","Diabetes","Yes","%","Crude Prevalence","6.5",,,"4.6","8.8",,"598","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","WHT","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","White, non-Hispanic","Hypertension","No","%","Crude Prevalence","2.3",,,"1.6","3.1",,"1,688","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","WHT","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","White, non-Hispanic","Hypertension","Yes","%","Crude Prevalence","5.8",,,"4.7","6.9",,"1,836","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","WHT","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","White, non-Hispanic","Smoking","No","%","Crude Prevalence","4",,,"3.1","5.1",,"1,559","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","WHT","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Both sexes","White, non-Hispanic","Smoking","Yes","%","Crude Prevalence","3.7",,,"3","4.7",,"1,963","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GALL","WHT","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","All races","All participants","Total","%","Crude Prevalence","4",,,"3.4","4.7",,"3,394","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","ALLRACE","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","All races","Diabetes","No","%","Crude Prevalence","3.6",,,"2.9","4.4",,"2,532","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","ALLRACE","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","All races","Diabetes","Yes","%","Crude Prevalence","6.1",,,"4.3","8.4",,"740","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","ALLRACE","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","All races","Hypertension","No","%","Crude Prevalence","2.1",,,"1.5","3",,"1,530","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","ALLRACE","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","All races","Hypertension","Yes","%","Crude Prevalence","6",,,"4.9","7.4",,"1,864","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","ALLRACE","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","All races","Smoking","No","%","Crude Prevalence","4.2",,,"3.3","5.4",,"2,003","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","ALLRACE","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","All races","Smoking","Yes","%","Crude Prevalence","3.7",,,"2.8","4.9",,"1,387","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","ALLRACE","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","Black, non-Hispanic","All participants","Total","%","Crude Prevalence","2.8",,,"1.8","4.3",,"751","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","BLK","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","Black, non-Hispanic","Diabetes","No","%","Crude Prevalence","2.5",,,"1.3","4.4",,"474","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","BLK","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","Black, non-Hispanic","Diabetes","Yes","%","Crude Prevalence","4.1",,,"1.9","7.5",,"234","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","BLK","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","Black, non-Hispanic","Hypertension","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"237","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","BLK","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","Black, non-Hispanic","Hypertension","Yes","%","Crude Prevalence","3.7",,,"2.2","5.7",,"514","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","BLK","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","Black, non-Hispanic","Smoking","No","%","Crude Prevalence","2.3",,,"1.1","4.2",,"442","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","BLK","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","Black, non-Hispanic","Smoking","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"308","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","BLK","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","Hispanic, any race","All participants","Total","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"788","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","HISP","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","Hispanic, any race","Diabetes","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"552","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","HISP","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","Hispanic, any race","Diabetes","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"213","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","HISP","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","Hispanic, any race","Hypertension","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"416","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","HISP","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","Hispanic, any race","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"372","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","HISP","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","Hispanic, any race","Smoking","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"550","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","HISP","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","Hispanic, any race","Smoking","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"237","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","HISP","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","Other","All participants","Total","%","Crude Prevalence","0",,,"0","0",,"127","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","OTH","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","Other","Diabetes","No","%","Crude Prevalence","0",,,"0","0",,"96","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","OTH","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","Other","Diabetes","Yes","%","Crude Prevalence",,"*","Some values are suppressed due to a sample size <30",,,,,"59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","OTH","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","Other","Hypertension","No","%","Crude Prevalence","0",,,"0","0",,"63","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","OTH","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","Other","Hypertension","Yes","%","Crude Prevalence","0",,,"0","0",,"64","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","OTH","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","Other","Smoking","No","%","Crude Prevalence","0",,,"0","0",,"90","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","OTH","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","Other","Smoking","Yes","%","Crude Prevalence","0",,,"0","0",,"37","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","OTH","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","White, non-Hispanic","All participants","Total","%","Crude Prevalence","4.6",,,"3.7","5.7",,"1,728","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","WHT","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","White, non-Hispanic","Diabetes","No","%","Crude Prevalence","4.1",,,"3.1","5.2",,"1,410","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","WHT","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","White, non-Hispanic","Diabetes","Yes","%","Crude Prevalence","8",,,"5","11.9",,"267","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","WHT","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","White, non-Hispanic","Hypertension","No","%","Crude Prevalence","2.4",,,"1.5","3.8",,"814","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","WHT","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","White, non-Hispanic","Hypertension","Yes","%","Crude Prevalence","7.1",,,"5.5","8.9",,"914","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","WHT","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","White, non-Hispanic","Smoking","No","%","Crude Prevalence","5.1",,,"3.8","6.7",,"921","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","WHT","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Female","White, non-Hispanic","Smoking","Yes","%","Crude Prevalence","4.1",,,"2.8","5.7",,"805","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GF","WHT","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","All races","All participants","Total","%","Crude Prevalence","2.7",,,"2.2","3.3",,"3,340","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","ALLRACE","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","All races","Diabetes","No","%","Crude Prevalence","2.2",,,"1.7","2.9",,"2,454","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","ALLRACE","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","All races","Diabetes","Yes","%","Crude Prevalence","4.8",,,"2.9","7.4",,"747","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","ALLRACE","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","All races","Hypertension","No","%","Crude Prevalence","2",,,"1.2","2.9",,"1,643","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","ALLRACE","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","All races","Hypertension","Yes","%","Crude Prevalence","3.6",,,"2.8","4.6",,"1,697","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","ALLRACE","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","All races","Smoking","No","%","Crude Prevalence","2.1",,,"1.2","3.3",,"1,261","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","ALLRACE","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","All races","Smoking","Yes","%","Crude Prevalence","3.1",,,"2.4","3.9",,"2,077","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","ALLRACE","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","Black, non-Hispanic","All participants","Total","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"701","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","BLK","RFAPAR","RFTOT",,"National","US"
